GSRx - HK200917-0
Ship-to Account: NA312
"QOrd","S/F","MF","SZ","Mat","Sty","Ind","Color","Coat","BoxCv","Sph/Grp","Cyl/Add","OPC","Tray#","Cost"
"1.5","F","HK","75","H67 ","ASPHERIC-SV     "," ","CLR","INF","","-5.00","-0.25","9999302624","","24.00"
"3.5","F","HK","75","H67 ","ASPHERIC-SV     "," ","CLR","INF","","-6.75","-0.50","9999301725","","56.00"
"3.5","F","HK","75","H67 ","ASPHERIC-SV     "," ","CLR","INF","","-6.75","-0.75","9999301733","","56.00"
"2","F","HK","75","H67 ","ASPHERIC-SV     "," ","CLR","INF","","-5.25","-1.00","9999302525","","32.00"
"2","F","HK","75","H67 ","ASPHERIC-SV     "," ","CLR","INF","","-4.75","-1.00","9999302780","","32.00"
"1.5","F","HK","75","H67 ","ASPHERIC-SV     "," ","CLR","INF","","-4.25","-1.25","9999303051","","24.00"
"1.5","F","HK","75","H67 ","ASPHERIC-SV     "," ","CLR","INF","","-2.50","-1.50","9999306195","","24.00"
"1.5","F","HK","75","H67 ","ASPHERIC-SV     "," ","CLR","INF","","-4.25","-1.75","9999303077","","24.00"
"3.5","F","HK","65","H53 ","SV              "," ","CLR","INF","","+0.75","0.00","9999705354","","33.04"
"8","F","HK","65","H53 ","SV              "," ","CLR","INF","","+1.50","0.00","9999705321","","75.52"
"2","F","HK","65","H53 ","SV              "," ","CLR","INF","","+1.00","-0.25","9999705917","","18.88"
"3.5","F","HK","65","H53 ","SV              "," ","CLR","INF","","+1.00","-0.50","9999706485","","33.04"
"8","F","HK","65","H53 ","SV              "," ","CLR","INF","","+0.50","-0.75","9999707079","","75.52"
"1.5","F","HK","65","H53 ","SV              "," ","CLR","INF","","+3.00","-0.75","9999706972","","14.16"
"1.5","F","HK","65","H53 ","SV              "," ","CLR","INF","","+2.50","-1.00","9999707566","","14.16"
"8","F","HK","70","H53 ","SV              "," ","CLR","INF","","-3.75","0.00","9999705537","","75.52"
"8","F","HK","70","H53 ","SV              "," ","CLR","INF","","-0.50","0.00","9999705404","","75.52"
"3.5","F","HK","70","H53 ","SV              "," ","CLR","INF","","-1.00","-0.25","9999705990","","33.04"
"8","F","HK","70","H53 ","SV              "," ","CLR","INF","","-3.75","-0.50","9999706675","","75.52"
"3.5","F","HK","70","H53 ","SV              "," ","CLR","INF","","-2.75","-0.50","9999706634","","33.04"
"3.5","F","HK","70","H53 ","SV              "," ","CLR","INF","","-1.75","-0.75","9999707160","","33.04"
"3.5","F","HK","70","H53 ","SV              "," ","CLR","INF","","-1.25","-0.75","9999707145","","33.04"
"2","F","HK","70","H53 ","SV              "," ","CLR","INF","","-0.50","-0.75","9999707111","","18.88"
"2","F","HK","70","H53 ","SV              "," ","CLR","INF","","+0.00","-0.75","9999707095","","18.88"
"4","F","HK","70","H53 ","SV              "," ","CLR","INF","","-4.75","-1.00","9999707855","","37.76"
"4","F","HK","70","H53 ","SV              "," ","CLR","INF","","-4.25","-1.00","9999707830","","37.76"
"3","F","HK","70","H53 ","SV              "," ","CLR","INF","","-0.50","-1.00","9999707681","","28.32"
"2","F","HK","70","H53 ","SV              "," ","CLR","INF","","-0.25","-1.25","9999708234","","18.88"
"8","F","HK","70","H53 ","SV              "," ","CLR","INF","","-3.25","-1.50","9999708937","","75.52"
"3","F","HK","70","H53 ","SV              "," ","CLR","INF","","-0.50","-1.50","9999708820","","28.32"
"1.5","F","HK","70","H53 ","SV              "," ","CLR","INF","","-0.25","-1.50","9999708812","","14.16"
"1.5","F","HK","70","H53 ","SV              "," ","CLR","INF","","-0.25","-1.75","9999709380","","14.16"
